Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,league,season
465,Sergio Ramos,es ESP,DF,Sevilla,37,1986,28,28,2517,28.0,3,0,3,3,0,0,7,1,0.11,0.0,0.11,0.11,0.11,la_liga,2023-2024
466,Raphinha,br BRA,"FW,MF",Barcelona,26,1996,28,17,1368,15.2,6,9,15,5,1,1,4,1,0.39,0.59,0.99,0.33,0.92,la_liga,2023-2024
467,Andrei Ratiu,ro ROU,"DF,MF",Rayo Vallecano,25,1998,12,6,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
468,Raúl,es ESP,FW,Osasuna,22,2000,35,13,1355,15.1,6,1,7,6,0,0,4,0,0.4,0.07,0.46,0.4,0.46,la_liga,2023-2024
469,Abde Rebbach,dz ALG,MF,Alavés,24,1998,23,6,722,8.0,1,0,1,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12,la_liga,2023-2024
470,Pepe Reina,es ESP,GK,Villarreal,40,1982,2,2,180,2.0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
471,Álex Remiro,es ESP,GK,Real Sociedad,28,1995,37,37,3275,36.4,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
472,Chadi Riad,ma MAR,DF,Real Betis,20,2003,26,24,2164,24.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
473,Diego Rico,es ESP,DF,Getafe,30,1993,32,28,2535,28.2,0,7,7,0,0,0,10,0,0.0,0.25,0.25,0.0,0.25,la_liga,2023-2024
474,Luis Rioja,es ESP,MF,Alavés,29,1993,37,31,2498,27.8,5,4,9,2,3,4,4,0,0.18,0.14,0.32,0.07,0.22,la_liga,2023-2024
475,Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,23,2000,34,17,1528,17.0,3,5,8,3,0,0,1,0,0.18,0.29,0.47,0.18,0.47,la_liga,2023-2024
476,Alberto Risco,es ESP,MF,Getafe,17,2005,4,1,137,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
477,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,27,1995,12,9,808,9.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
478,Gorka Rivera Alonso,es ESP,DF,Getafe,18,2004,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
479,Sergi Roberto,es ESP,"MF,DF",Barcelona,31,1992,14,10,860,9.6,3,2,5,3,0,0,4,0,0.31,0.21,0.52,0.31,0.52,la_liga,2023-2024
480,Lucas Robertone,ar ARG,MF,Almería,26,1997,33,29,2381,26.5,0,5,5,0,0,0,11,0,0.0,0.19,0.19,0.0,0.19,la_liga,2023-2024
481,Marc Roca,es ESP,MF,Real Betis,26,1996,26,24,1980,22.0,2,2,4,2,0,0,5,0,0.09,0.09,0.18,0.09,0.18,la_liga,2023-2024
482,Sergio Rodelas,es ESP,"MF,FW",Granada,18,2004,3,2,122,1.4,0,1,1,0,0,0,0,0,0.0,0.74,0.74,0.0,0.74,la_liga,2023-2024
483,Rodri,es ESP,MF,Real Betis,23,2000,29,9,1051,11.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
484,Álvaro Rodríguez,uy URU,FW,Real Madrid,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
485,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Getafe,25,1998,24,9,967,10.7,2,1,3,2,0,0,9,0,0.19,0.09,0.28,0.19,0.28,la_liga,2023-2024
486,Damián Rodríguez,es ESP,MF,Celta Vigo,20,2003,5,3,258,2.9,0,2,2,0,0,0,1,0,0.0,0.7,0.7,0.0,0.7,la_liga,2023-2024
487,Dani Rodríguez,es ESP,MF,Mallorca,35,1988,36,31,2615,29.1,2,4,6,2,0,0,9,0,0.07,0.14,0.21,0.07,0.21,la_liga,2023-2024
488,Guido Rodríguez,ar ARG,MF,Real Betis,29,1994,24,22,1846,20.5,2,0,2,2,0,0,6,0,0.1,0.0,0.1,0.1,0.1,la_liga,2023-2024
489,Kirian Rodríguez,es ESP,MF,Las Palmas,27,1996,37,36,3211,35.7,6,2,8,6,0,0,8,0,0.17,0.06,0.22,0.17,0.22,la_liga,2023-2024
490,Miguel Rodríguez,es ESP,MF,Celta Vigo,20,2003,15,2,300,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
491,Rodrygo,br BRA,FW,Real Madrid,22,2001,34,28,2380,26.4,10,5,15,10,0,1,2,0,0.38,0.19,0.57,0.38,0.57,la_liga,2023-2024
492,Carlos Romero,es ESP,DF,Villarreal,21,2001,7,2,262,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
493,Isaac Romero,es ESP,FW,Sevilla,23,2000,14,14,1039,11.5,4,4,8,4,0,0,2,0,0.35,0.35,0.69,0.35,0.69,la_liga,2023-2024
494,Luka Romero,ar ARG,MF,Almería,18,2004,13,5,438,4.9,3,0,3,3,0,0,2,0,0.62,0.0,0.62,0.62,0.62,la_liga,2023-2024
495,Oriol Romeu,es ESP,MF,Barcelona,31,1991,28,11,936,10.4,0,1,1,0,0,0,4,0,0.0,0.1,0.1,0.0,0.1,la_liga,2023-2024
496,Unai Ropero,es ESP,FW,Alavés,21,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
497,Vitor Roque,br BRA,FW,Barcelona,18,2005,14,2,328,3.6,2,0,2,2,0,0,4,1,0.55,0.0,0.55,0.55,0.55,la_liga,2023-2024
498,Antonio Rüdiger,de GER,DF,Real Madrid,30,1993,33,30,2709,30.1,1,0,1,1,0,0,7,0,0.03,0.0,0.03,0.03,0.03,la_liga,2023-2024
499,Javier Rueda Garcia,es ESP,DF,Celta Vigo,21,2002,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
500,Aitor Ruibal,es ESP,"DF,MF",Real Betis,27,1996,18,11,1017,11.3,2,1,3,2,0,0,5,0,0.18,0.09,0.27,0.18,0.27,la_liga,2023-2024
501,Sergio Ruiz,es ESP,MF,Granada,28,1994,35,30,2494,27.7,0,4,4,0,0,0,9,0,0.0,0.14,0.14,0.0,0.14,la_liga,2023-2024
502,Youssouf Sabaly,sn SEN,DF,Real Betis,30,1993,12,12,1046,11.6,0,1,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09,la_liga,2023-2024
503,Umar Sadiq,ng NGA,FW,Real Sociedad,26,1997,26,12,1077,12.0,3,1,4,3,0,0,4,0,0.25,0.08,0.33,0.25,0.33,la_liga,2023-2024
504,Pablo Saenz,es ESP,MF,Granada,22,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
505,Kike Salas,es ESP,DF,Sevilla,21,2002,23,19,1605,17.8,3,0,3,3,0,0,10,0,0.17,0.0,0.17,0.17,0.17,la_liga,2023-2024
506,Salvi,es ESP,MF,Rayo Vallecano,32,1991,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
507,Diadie Samassékou,ml MLI,MF,Cádiz,27,1996,4,0,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
508,Fede San Emeterio,es ESP,MF,Cádiz,26,1997,4,3,152,1.7,1,0,1,1,0,0,1,1,0.59,0.0,0.59,0.59,0.59,la_liga,2023-2024
509,Oihan Sancet,es ESP,MF,Athletic Club,23,2000,30,25,1975,21.9,4,5,9,4,0,1,5,2,0.18,0.23,0.41,0.18,0.41,la_liga,2023-2024
510,Ricard Sánchez,es ESP,DF,Granada,23,2000,33,25,2295,25.5,3,0,3,3,0,0,8,0,0.12,0.0,0.12,0.12,0.12,la_liga,2023-2024
511,Antonio Sánchez,es ESP,MF,Mallorca,26,1997,29,21,1452,16.1,3,1,4,3,0,0,3,0,0.19,0.06,0.25,0.19,0.25,la_liga,2023-2024
512,Juanlu Sánchez,es ESP,"DF,MF",Sevilla,19,2003,26,11,1181,13.1,0,2,2,0,0,0,2,0,0.0,0.15,0.15,0.0,0.15,la_liga,2023-2024
513,Manu Sánchez,es ESP,"DF,MF",Celta Vigo,22,2000,26,20,1775,19.7,0,5,5,0,0,0,3,0,0.0,0.25,0.25,0.0,0.25,la_liga,2023-2024
514,Yellu Santiago,es ESP,MF,Getafe,19,2004,14,8,656,7.3,1,0,1,1,0,0,4,0,0.14,0.0,0.14,0.14,0.14,la_liga,2023-2024
515,Paco Sanz,es ESP,DF,Almería,18,2004,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
516,Stefan Savić,me MNE,DF,Atlético Madrid,32,1991,23,19,1630,18.1,0,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
517,Sávio,br BRA,"MF,FW",Girona,19,2004,37,35,2976,33.1,9,10,19,9,0,0,5,0,0.27,0.3,0.57,0.27,0.57,la_liga,2023-2024
518,Aleksandar Sedlar,rs SRB,DF,Alavés,31,1991,11,11,946,10.5,1,0,1,1,0,0,2,0,0.1,0.0,0.1,0.1,0.1,la_liga,2023-2024
519,André Silva,pt POR,FW,Real Sociedad,27,1995,19,9,729,8.1,3,0,3,2,1,1,1,0,0.37,0.0,0.37,0.25,0.25,la_liga,2023-2024
520,Rui Silva,pt POR,GK,Real Betis,29,1994,28,28,2475,27.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
521,Giuliano Simeone,ar ARG,MF,Alavés,20,2002,14,6,630,7.0,1,2,3,1,0,1,1,0,0.14,0.29,0.43,0.14,0.43,la_liga,2023-2024
522,Unai Simón,es ESP,GK,Athletic Club,26,1997,36,36,3182,35.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
523,Daley Sinkgraven,nl NED,DF,Las Palmas,28,1995,10,6,374,4.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
524,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,27,1995,14,9,897,10.0,0,1,1,0,0,0,1,0,0.0,0.1,0.1,0.0,0.1,la_liga,2023-2024
525,Antonio Sivera,es ESP,GK,Alavés,26,1996,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
526,Rubén Sobrino,es ESP,"MF,FW",Cádiz,31,1992,32,18,1646,18.3,0,1,1,0,0,0,8,1,0.0,0.05,0.05,0.0,0.05,la_liga,2023-2024
527,Alex Sola,es ESP,MF,Alavés,24,1999,29,14,1262,14.0,0,3,3,0,0,0,2,0,0.0,0.21,0.21,0.0,0.21,la_liga,2023-2024
528,Alex Sola,es ESP,"DF,MF",Real Sociedad,24,1999,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
529,Jhon Solis,co COL,MF,Girona,18,2004,18,2,384,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
530,David Soria,es ESP,GK,Getafe,30,1993,38,38,3413,37.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
531,Alberto Soro,es ESP,"FW,MF",Granada,24,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
532,Hugo Sotelo,es ESP,MF,Celta Vigo,19,2003,17,8,721,8.0,0,1,1,0,0,0,1,0,0.0,0.12,0.12,0.0,0.12,la_liga,2023-2024
533,Boubakary Soumaré,fr FRA,MF,Sevilla,24,1999,28,26,2286,25.4,0,1,1,0,0,0,10,0,0.0,0.04,0.04,0.0,0.04,la_liga,2023-2024
534,Djibril Sow,ch SUI,MF,Sevilla,26,1997,24,18,1460,16.2,1,1,2,1,0,0,6,0,0.06,0.06,0.12,0.06,0.12,la_liga,2023-2024
535,Çağlar Söyüncü,tr TUR,DF,Atlético Madrid,27,1996,6,1,114,1.3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
536,Carl Starfelt,se SWE,DF,Celta Vigo,28,1995,27,26,2216,24.6,1,0,1,1,0,0,4,0,0.04,0.0,0.04,0.04,0.04,la_liga,2023-2024
537,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,23,2000,37,36,2863,31.8,13,3,16,13,0,0,5,0,0.41,0.09,0.5,0.41,0.5,la_liga,2023-2024
538,Cristhian Stuani,uy URU,FW,Girona,36,1986,31,5,804,8.9,9,3,12,9,0,0,6,0,1.01,0.34,1.34,1.01,1.34,la_liga,2023-2024
539,Álex Suárez,es ESP,DF,Las Palmas,30,1993,32,30,2562,28.5,2,0,2,2,0,0,7,0,0.07,0.0,0.07,0.07,0.07,la_liga,2023-2024
540,Damián Suárez,uy URU,DF,Getafe,35,1988,16,15,1299,14.4,0,2,2,0,0,0,7,1,0.0,0.14,0.14,0.0,0.14,la_liga,2023-2024
541,Denis Suárez,es ESP,MF,Villarreal,29,1994,4,1,133,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
542,Suso,es ESP,MF,Sevilla,29,1993,29,15,1517,16.9,1,4,5,1,0,0,5,1,0.06,0.24,0.3,0.06,0.3,la_liga,2023-2024
543,Max Svensson,es ESP,FW,Osasuna,21,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
544,Williot Swedberg,se SWE,FW,Celta Vigo,19,2004,15,4,439,4.9,5,0,5,5,0,0,1,0,1.03,0.0,1.03,1.03,1.03,la_liga,2023-2024
545,Mamadou Sylla,sn SEN,FW,Alavés,29,1994,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
546,Alexander Sørloth,no NOR,FW,Villarreal,27,1995,34,30,2489,27.7,23,6,29,23,0,0,3,0,0.83,0.22,1.05,0.83,1.05,la_liga,2023-2024
547,Yassin Tallal,es ESP,MF,Getafe,18,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
548,Renato Tapia,pe PER,"MF,DF",Celta Vigo,28,1995,21,15,1337,14.9,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
549,César Tárrega,es ESP,DF,Valencia,21,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
550,Marciano Tchami,gw GNB,FW,Almería,19,2004,6,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
551,Aurélien Tchouaméni,fr FRA,"MF,DF",Real Madrid,23,2000,27,22,1987,22.1,3,1,4,3,0,0,7,0,0.14,0.05,0.18,0.14,0.18,la_liga,2023-2024
552,Nahuel Tenaglia,ar ARG,DF,Alavés,27,1996,25,11,1141,12.7,1,0,1,1,0,0,5,0,0.08,0.0,0.08,0.08,0.08,la_liga,2023-2024
553,Marc-André ter Stegen,de GER,GK,Barcelona,31,1992,28,28,2520,28.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
554,Ramón Terrats,es ESP,MF,Villarreal,22,2000,19,6,785,8.7,0,2,2,0,0,0,4,0,0.0,0.23,0.23,0.0,0.23,la_liga,2023-2024
555,Kieran Tierney,sct SCO,DF,Real Sociedad,26,1997,20,14,1238,13.8,0,2,2,0,0,0,1,0,0.0,0.15,0.15,0.0,0.15,la_liga,2023-2024
556,Raúl de Tomás,es ESP,FW,Rayo Vallecano,28,1994,25,15,1272,14.1,1,2,3,0,1,1,5,0,0.07,0.14,0.21,0.0,0.14,la_liga,2023-2024
557,Pablo Torre,es ESP,MF,Girona,20,2003,26,4,701,7.8,0,2,2,0,0,0,1,0,0.0,0.26,0.26,0.0,0.26,la_liga,2023-2024
558,Raúl Torrente,es ESP,DF,Granada,21,2001,17,14,1250,13.9,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
559,Ferrán Torres,es ESP,FW,Barcelona,23,2000,29,12,1211,13.5,7,2,9,7,0,0,2,0,0.52,0.15,0.67,0.52,0.67,la_liga,2023-2024
560,Óliver Torres,es ESP,MF,Sevilla,28,1994,27,18,1616,18.0,0,1,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06,la_liga,2023-2024
561,Lucas Torró,es ESP,MF,Osasuna,29,1994,28,21,1788,19.9,1,0,1,1,0,0,5,0,0.05,0.0,0.05,0.05,0.05,la_liga,2023-2024
562,Bertrand Traoré,bf BFA,MF,Villarreal,27,1995,11,6,568,6.3,1,0,1,1,0,0,4,0,0.16,0.0,0.16,0.16,0.16,la_liga,2023-2024
563,Hamari Traoré,ml MLI,DF,Real Sociedad,31,1992,31,27,2292,25.5,0,2,2,0,0,0,7,0,0.0,0.08,0.08,0.0,0.08,la_liga,2023-2024
564,Óscar Trejo,ar ARG,"FW,MF",Rayo Vallecano,35,1988,31,19,1380,15.3,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
565,Manu Trigueros,es ESP,MF,Villarreal,31,1991,14,2,309,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
566,Viktor Tsyhankov,ua UKR,MF,Girona,25,1997,30,26,2052,22.8,8,7,15,8,0,0,0,0,0.35,0.31,0.66,0.35,0.66,la_liga,2023-2024
567,Beñat Turrientes,es ESP,MF,Real Sociedad,21,2002,29,19,1687,18.7,0,1,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05,la_liga,2023-2024
568,Enes Ünal,tr TUR,FW,Getafe,26,1997,3,1,140,1.6,0,1,1,0,0,0,0,0,0.0,0.64,0.64,0.0,0.64,la_liga,2023-2024
569,Myrto Uzuni,al ALB,"FW,MF",Granada,28,1995,34,28,2448,27.2,11,1,12,7,4,5,3,0,0.4,0.04,0.44,0.26,0.29,la_liga,2023-2024
570,Óscar Valentín,es ESP,MF,Rayo Vallecano,28,1994,34,32,2692,29.9,1,0,1,1,0,0,7,1,0.03,0.0,0.03,0.03,0.03,la_liga,2023-2024
571,Martin Valjent,sk SVK,DF,Mallorca,27,1995,28,28,2349,26.1,0,1,1,0,0,0,5,0,0.0,0.04,0.04,0.0,0.04,la_liga,2023-2024
572,Jesús Vallejo,es ESP,DF,Granada,26,1997,3,1,108,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
573,Álvaro Vallés,es ESP,GK,Las Palmas,26,1997,37,37,3263,36.3,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
574,Federico Valverde,uy URU,MF,Real Madrid,25,1998,37,33,2904,32.3,2,7,9,2,0,0,2,0,0.06,0.22,0.28,0.06,0.28,la_liga,2023-2024
575,Siebe Van Der Heyden,be BEL,DF,Mallorca,25,1998,6,4,286,3.2,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
576,José Luis García Vayá,es ESP,MF,Valencia,24,1998,37,37,3302,36.7,7,1,8,0,7,8,4,0,0.19,0.03,0.22,0.0,0.03,la_liga,2023-2024
577,Borja Vázquez,es ESP,FW,Cádiz,18,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
578,Jesus Vazquez,es ESP,DF,Valencia,20,2003,20,6,716,8.0,1,0,1,1,0,0,1,0,0.13,0.0,0.13,0.13,0.13,la_liga,2023-2024
579,Kevin Vázquez,es ESP,DF,Celta Vigo,30,1993,12,10,700,7.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
580,Lucas Vázquez,es ESP,DF,Real Madrid,32,1991,29,14,1419,15.8,3,6,9,3,0,0,0,0,0.19,0.38,0.57,0.19,0.57,la_liga,2023-2024
581,Gabriel Veiga,es ESP,MF,Celta Vigo,21,2002,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
582,Alejo Véliz,ar ARG,FW,Sevilla,19,2003,6,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
583,Arthur Vermeeren,be BEL,MF,Atlético Madrid,18,2005,5,2,162,1.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
584,Mikel Vesga,es ESP,MF,Athletic Club,30,1993,27,18,1534,17.0,3,1,4,1,2,2,2,0,0.18,0.06,0.23,0.06,0.12,la_liga,2023-2024
585,Carlos Vicente,es ESP,MF,Alavés,24,1999,18,12,1114,12.4,2,4,6,2,0,0,1,0,0.16,0.32,0.48,0.16,0.48,la_liga,2023-2024
586,Nacho Vidal,es ESP,DF,Osasuna,28,1995,7,0,96,1.1,1,0,1,1,0,0,0,0,0.94,0.0,0.94,0.94,0.94,la_liga,2023-2024
587,Nacho Vidal,es ESP,DF,Mallorca,28,1995,8,5,416,4.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
588,Fran Vieites,es ESP,GK,Real Betis,24,1999,4,3,315,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
589,Jonathan Viera,es ESP,"MF,FW",Las Palmas,33,1989,9,7,617,6.9,2,1,3,0,2,2,1,0,0.29,0.15,0.44,0.0,0.15,la_liga,2023-2024
590,Jonathan Viera,es ESP,MF,Almería,33,1989,12,12,912,10.1,0,3,3,0,0,0,3,1,0.0,0.3,0.3,0.0,0.3,la_liga,2023-2024
591,Toni Villa,es ESP,MF,Girona,28,1995,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
592,Asier Villalibre,es ESP,FW,Athletic Club,25,1997,18,4,513,5.7,2,1,3,2,0,0,0,0,0.35,0.18,0.53,0.35,0.53,la_liga,2023-2024
593,Gonzalo Villar,es ESP,MF,Granada,25,1998,35,21,1803,20.0,1,3,4,1,0,0,7,0,0.05,0.15,0.2,0.05,0.2,la_liga,2023-2024
594,Iván Villar,es ESP,GK,Celta Vigo,26,1997,12,12,1014,11.3,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
595,Ricardo Visus,es ESP,DF,Real Betis,22,2001,3,1,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
596,Daniel Vivian,es ESP,DF,Athletic Club,24,1999,33,31,2878,32.0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
597,Shon Weissman,il ISR,FW,Granada,27,1996,5,0,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
598,Iñaki Williams,gh GHA,MF,Athletic Club,29,1994,34,32,2844,31.6,12,3,15,12,0,0,4,0,0.38,0.09,0.47,0.38,0.47,la_liga,2023-2024
599,Nico Williams,es ESP,MF,Athletic Club,21,2002,31,29,2263,25.1,5,11,16,5,0,0,6,1,0.2,0.44,0.64,0.2,0.64,la_liga,2023-2024
600,Axel Witsel,be BEL,DF,Atlético Madrid,34,1989,35,30,2783,30.9,2,0,2,2,0,0,5,0,0.06,0.0,0.06,0.06,0.06,la_liga,2023-2024
601,Xeber,es ESP,"MF,FW",Alavés,26,1997,10,3,302,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
602,Antal Yaakobishvili,hu HUN,DF,Girona,19,2004,1,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
603,Lamine Yamal,es ESP,"FW,MF",Barcelona,16,2007,37,22,2201,24.5,5,5,10,5,0,0,3,0,0.2,0.2,0.41,0.2,0.41,la_liga,2023-2024
604,Roman Yaremchuk,ua UKR,FW,Valencia,27,1995,25,11,928,10.3,3,0,3,3,0,0,2,0,0.29,0.0,0.29,0.29,0.29,la_liga,2023-2024
605,Arsen Zakharyan,ru RUS,"MF,FW",Real Sociedad,20,2003,29,15,1228,13.6,1,2,3,1,0,0,1,0,0.07,0.15,0.22,0.07,0.22,la_liga,2023-2024
606,Joseba Zaldúa,es ESP,"DF,MF",Cádiz,31,1992,13,9,704,7.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,la_liga,2023-2024
607,Bryan Zaragoza,es ESP,"MF,FW",Granada,21,2001,21,18,1638,18.2,6,2,8,5,1,1,5,0,0.33,0.11,0.44,0.27,0.38,la_liga,2023-2024
608,Igor Zubeldia,es ESP,DF,Real Sociedad,26,1997,30,29,2518,28.0,0,2,2,0,0,0,11,1,0.0,0.07,0.07,0.0,0.07,la_liga,2023-2024
609,Martín Zubimendi,es ESP,MF,Real Sociedad,24,1999,31,29,2654,29.5,4,1,5,4,0,0,5,0,0.14,0.03,0.17,0.14,0.17,la_liga,2023-2024
